time,filler,mfcc[0],mfcc[1],mfcc[2],mfcc[3],mfcc[4],mfcc[5],mfcc[6],mfcc[7],mfcc[8],mfcc[9],mfcc[10],mfcc[11],mfcc[12],mfcc[13],mfcc[14],mfcc[15],mfcc[16],mfcc[17],mfcc[18],mfcc[19]
0.0,no,-551.1806434021112,2.2638174230580653e-15,4.7040838728999894e-14,-2.344308811386196e-14,2.4486055994886914e-14,-7.8179754069651e-14,2.5658320970647408e-14,-3.8701622147438015e-14,3.8873761061751736e-14,4.213594994518046e-15,2.1016004625925448e-14,1.2412461623573744e-14,6.165633307814182e-14,-4.734195551313069e-14,2.8361968126490064e-15,1.1501622866424496e-13,-5.4650800733365153e-14,-5.976258796023996e-14,1.3322676295501878e-14,3.2862601528904634e-14
0.023219954648526078,no,-551.1806434021112,2.2638174230580653e-15,4.7040838728999894e-14,-2.344308811386196e-14,2.4486055994886914e-14,-7.8179754069651e-14,2.5658320970647408e-14,-3.8701622147438015e-14,3.8873761061751736e-14,4.213594994518046e-15,2.1016004625925448e-14,1.2412461623573744e-14,6.165633307814182e-14,-4.734195551313069e-14,2.8361968126490064e-15,1.1501622866424496e-13,-5.4650800733365153e-14,-5.976258796023996e-14,1.3322676295501878e-14,3.2862601528904634e-14
0.046439909297052155,no,-551.1806434021112,2.2638174230580653e-15,4.7040838728999894e-14,-2.344308811386196e-14,2.4486055994886914e-14,-7.8179754069651e-14,2.5658320970647408e-14,-3.8701622147438015e-14,3.8873761061751736e-14,4.213594994518046e-15,2.1016004625925448e-14,1.2412461623573744e-14,6.165633307814182e-14,-4.734195551313069e-14,2.8361968126490064e-15,1.1501622866424496e-13,-5.4650800733365153e-14,-5.976258796023996e-14,1.3322676295501878e-14,3.2862601528904634e-14
0.06965986394557823,no,-551.1806434021112,2.2638174230580653e-15,4.7040838728999894e-14,-2.344308811386196e-14,2.4486055994886914e-14,-7.8179754069651e-14,2.5658320970647408e-14,-3.8701622147438015e-14,3.8873761061751736e-14,4.213594994518046e-15,2.1016004625925448e-14,1.2412461623573744e-14,6.165633307814182e-14,-4.734195551313069e-14,2.8361968126490064e-15,1.1501622866424496e-13,-5.4650800733365153e-14,-5.976258796023996e-14,1.3322676295501878e-14,3.2862601528904634e-14
0.09287981859410431,no,-551.1806434021112,2.2638174230580653e-15,4.7040838728999894e-14,-2.344308811386196e-14,2.4486055994886914e-14,-7.8179754069651e-14,2.5658320970647408e-14,-3.8701622147438015e-14,3.8873761061751736e-14,4.213594994518046e-15,2.1016004625925448e-14,1.2412461623573744e-14,6.165633307814182e-14,-4.734195551313069e-14,2.8361968126490064e-15,1.1501622866424496e-13,-5.4650800733365153e-14,-5.976258796023996e-14,1.3322676295501878e-14,3.2862601528904634e-14
0.11609977324263039,no,-551.1806434021112,2.2638174230580653e-15,4.7040838728999894e-14,-2.344308811386196e-14,2.4486055994886914e-14,-7.8179754069651e-14,2.5658320970647408e-14,-3.8701622147438015e-14,3.8873761061751736e-14,4.213594994518046e-15,2.1016004625925448e-14,1.2412461623573744e-14,6.165633307814182e-14,-4.734195551313069e-14,2.8361968126490064e-15,1.1501622866424496e-13,-5.4650800733365153e-14,-5.976258796023996e-14,1.3322676295501878e-14,3.2862601528904634e-14
0.13931972789115646,no,-551.1806434021112,2.2638174230580653e-15,4.7040838728999894e-14,-2.344308811386196e-14,2.4486055994886914e-14,-7.8179754069651e-14,2.5658320970647408e-14,-3.8701622147438015e-14,3.8873761061751736e-14,4.213594994518046e-15,2.1016004625925448e-14,1.2412461623573744e-14,6.165633307814182e-14,-4.734195551313069e-14,2.8361968126490064e-15,1.1501622866424496e-13,-5.4650800733365153e-14,-5.976258796023996e-14,1.3322676295501878e-14,3.2862601528904634e-14
0.16253968253968254,no,-551.1806434021112,2.2638174230580653e-15,4.7040838728999894e-14,-2.344308811386196e-14,2.4486055994886914e-14,-7.8179754069651e-14,2.5658320970647408e-14,-3.8701622147438015e-14,3.8873761061751736e-14,4.213594994518046e-15,2.1016004625925448e-14,1.2412461623573744e-14,6.165633307814182e-14,-4.734195551313069e-14,2.8361968126490064e-15,1.1501622866424496e-13,-5.4650800733365153e-14,-5.976258796023996e-14,1.3322676295501878e-14,3.2862601528904634e-14
0.18575963718820862,no,-551.1806434021112,2.2638174230580653e-15,4.7040838728999894e-14,-2.344308811386196e-14,2.4486055994886914e-14,-7.8179754069651e-14,2.5658320970647408e-14,-3.8701622147438015e-14,3.8873761061751736e-14,4.213594994518046e-15,2.1016004625925448e-14,1.2412461623573744e-14,6.165633307814182e-14,-4.734195551313069e-14,2.8361968126490064e-15,1.1501622866424496e-13,-5.4650800733365153e-14,-5.976258796023996e-14,1.3322676295501878e-14,3.2862601528904634e-14
0.2089795918367347,no,-551.1806434021112,2.2638174230580653e-15,4.7040838728999894e-14,-2.344308811386196e-14,2.4486055994886914e-14,-7.8179754069651e-14,2.5658320970647408e-14,-3.8701622147438015e-14,3.8873761061751736e-14,4.213594994518046e-15,2.1016004625925448e-14,1.2412461623573744e-14,6.165633307814182e-14,-4.734195551313069e-14,2.8361968126490064e-15,1.1501622866424496e-13,-5.4650800733365153e-14,-5.976258796023996e-14,1.3322676295501878e-14,3.2862601528904634e-14
